env,k,t_start,t_end,q_bar,mu_bar,sigma_bar,rho_bar,freq0,freq1,freq2,r_bar,H_bar,switch_rate,state_delta_bar,state_delta_std,r_std,reward_trend,dominance_gap,anomaly_score,regime_shift_score,is_anomaly,is_regime_shift
inventory,0,0,49,118.31299446056903,11.95638931851396,1.8135383136094507,0.036439102483451793,1.0,0.0,0.0,-43.62859525511144,5.726222003291325e-11,0.0,5.55815595484774,3.073162861935875,27.753757481066675,-1.912467908128599,1.0,5.174392648274078,0.0,True,False
inventory,1,50,99,415.51883639751895,12.447008631070114,2.172502836928935,0.0,1.0,0.0,0.0,-147.75546315603606,5.726222003291325e-11,0.0,6.291298386125828,2.8137649634685364,30.367636890138005,-2.08255357553122,1.0,2.483752119113108,17.399690646070425,False,False
inventory,2,100,149,715.3800017079706,11.476192646376093,2.2689083632254143,0.0,1.0,0.0,0.0,-252.47451060653214,5.726222003291325e-11,0.0,5.556479323950281,3.07554212008828,31.64357335170199,-2.1726435451621926,1.0,2.91776563690775,16.864097469171565,False,False
inventory,3,150,199,1002.3685372471913,12.078719766979084,2.0319017621592015,0.0,1.0,0.0,0.0,-353.2531888908842,5.726222003291325e-11,0.0,6.545937048102342,3.2512821841357216,29.862659192659617,-2.0453248159930064,1.0,2.3393276998720816,16.278450764327758,False,False
inventory,4,200,249,1318.7463269677019,12.477175213674887,2.0932387226287092,0.0,1.0,0.0,0.0,-463.9249819429952,5.726222003291325e-11,0.0,6.348618165583982,2.7286686301518683,30.963191876045194,-2.127781531539777,1.0,1.82372783431117,17.442601060158445,False,False
inventory,5,250,299,1620.5397182241047,11.517767938424162,2.3362302642503234,0.0,1.0,0.0,0.0,-569.2742974786167,5.726222003291325e-11,0.0,5.644289716067856,2.843609091531426,30.973651957200136,-2.129420890903315,1.0,2.364270659759044,16.903707170514643,False,False
inventory,6,300,349,1932.698748091656,12.696952136941599,2.3163501570522897,0.0,1.0,0.0,0.0,-679.0959841048586,5.726222003291325e-11,0.0,7.183112107811388,3.3475625716002124,33.749052494382106,-2.3112997968365723,1.0,4.441044012756369,18.330793857920614,True,True
inventory,7,350,399,2251.6702335190853,12.394404441738843,1.865101613645113,0.0,1.0,0.0,0.0,-790.4198997254858,5.726222003291325e-11,0.0,6.282661114378749,2.5523288623412435,29.781125179999528,-2.0422020366228013,1.0,2.3478961569774404,18.564761890252058,False,True
inventory,8,400,449,2540.1548206286743,11.649545239570068,1.921853125198237,0.0,1.0,0.0,0.0,-891.143949497062,5.726222003291325e-11,0.0,5.5529967357766425,2.7612656949405676,31.999524399764397,-2.20130163622173,1.0,2.514189966570291,16.23970644994183,False,False
inventory,9,450,499,2841.480010268313,11.650773823092125,1.6720641027202392,0.0,1.0,0.0,0.0,-996.7576754211892,5.726222003291325e-11,0.0,5.974696748997899,2.255436401517216,28.923123057291594,-1.9874238295810727,1.0,3.8989195073967116,17.083589575135615,False,False
inventory,10,500,549,3124.624622818553,12.205989900191843,2.176009132311422,0.0,1.0,0.0,0.0,-1095.9611814688435,5.726222003291325e-11,0.0,6.302507886857435,2.877205071947735,29.74796111862905,-2.0372343927511287,1.0,2.423199525552223,16.19032039020654,False,False
inventory,11,550,599,3435.778190687008,11.87963455652777,2.156621618845733,0.0,1.0,0.0,0.0,-1204.7205215501422,5.726222003291325e-11,0.0,5.944966226671382,2.9518470757332853,33.35072650510439,-2.2895563860388233,1.0,3.3948428572990776,17.480857359550036,False,False
