env,k,t_start,t_end,q_bar,mu_bar,sigma_bar,rho_bar,freq0,freq1,freq2,r_bar,H_bar,switch_rate,state_delta_bar,state_delta_std,r_std,reward_trend,dominance_gap,anomaly_score,regime_shift_score,is_anomaly,is_regime_shift
inventory,0,0,49,0.0,11.95638931851396,1.8135383136094507,0.5268248959038941,0.42,0.24,0.34,-3.2423135382035344,1.0986122886681093,0.6326530612244898,0.7083874742741902,0.4128374863462435,1.4003148619157801,0.005566347234349083,0.07999999999999996,4.839963020714824,0.0,True,False
inventory,1,50,99,7.409902463563785,12.447008631070114,2.172502836928935,0.10301522951492668,0.32,0.42,0.26,-3.645915663298589,1.0986122886681093,0.6938775510204082,2.9284569612637403,2.9613576713395635,2.9846264457549734,-0.11613128382860717,0.09999999999999998,2.8457944957924304,2.321484320163636,False,False
inventory,2,100,149,10.55409154788196,11.476192646376093,2.2689083632254143,0.05048699771301671,0.28,0.44,0.28,-4.214550615893196,1.0986122886681093,0.5510204081632653,3.2100740419701284,3.48293074962578,4.082917811776455,-0.03638231144496902,0.15999999999999998,3.8726579039945346,1.4471330950187207,False,False
inventory,3,150,199,9.818845532722944,12.078719766979084,2.0319017621592015,0.0784329755075915,0.42,0.2,0.38,-4.390440075463564,1.0986122886681093,0.7142857142857143,3.900115909504748,3.621867516821189,3.330393811943463,-0.012604099061114801,0.03999999999999998,3.5556634850024493,2.134050385520738,False,False
inventory,4,200,249,22.940423615803596,12.477175213674887,2.0932387226287092,0.025058523544309253,0.32,0.34,0.34,-8.574843501678822,1.0986122886681093,0.673469387755102,3.8234096649447333,2.9357229499622246,5.904124296956969,0.2199135329148446,0.0,5.949461086382639,2.6858575494533565,True,True
inventory,5,250,299,1.732737558640813,11.517767938424162,2.3362302642503234,0.2690431333505146,0.16,0.48,0.36,-2.3842865497975714,1.0986122886681093,0.6530612244897959,1.292842506979986,1.9570074220384654,1.7033144272071061,-0.012366697921729293,0.12,4.22425835379253,4.038838357336834,False,True
inventory,6,300,349,0.0,12.696952136941599,2.3163501570522897,0.3928750272620487,0.32,0.36,0.32,-2.475203633175089,1.0986122886681093,0.7551020408163265,0.8155985525130941,0.5827213148223007,1.326468683375166,0.051328068808743695,0.03999999999999998,4.328265868438489,1.7851576479269418,False,False
inventory,7,350,399,5.082639633211796,12.394404441738843,1.865101613645113,0.11217723020177787,0.36,0.36,0.28,-2.9425623895012336,1.0986122886681093,0.8367346938775511,2.8414450444362034,2.7208907475216657,2.334906034509942,-0.02386518901170109,0.0,3.2774114726626227,1.739040639217796,False,False
inventory,8,400,449,4.739870687694524,11.649545239570068,1.921853125198237,0.10550071512881547,0.28,0.42,0.3,-2.425551511905749,1.0986122886681093,0.7755102040816326,2.8912403918700575,3.1467171955400786,1.89159006124087,0.003815254348752631,0.12,2.5400519864881255,1.303617228042965,False,False
inventory,9,450,499,9.878834316208463,11.650773823092125,1.6720641027202392,0.021126057827050973,0.4,0.26,0.34,-3.966339272319216,1.0986122886681093,0.673469387755102,4.012217633750144,3.0269622817161435,3.052103309359796,0.0480893316841049,0.06,3.271168575764532,1.6758615375657437,False,False
inventory,10,500,549,8.112677630434781,12.205989900191843,2.176009132311422,0.049829354455429194,0.32,0.38,0.3,-3.579445037952505,1.0986122886681093,0.673469387755102,3.756807068347807,3.0835316763552165,2.1123643537650394,0.03402121659242762,0.06,1.6654305502803892,1.354817763281856,False,False
inventory,11,550,599,8.687354033087304,11.87963455652777,2.156621618845733,0.08727376208681563,0.24,0.46,0.3,-3.758327274686231,1.0986122886681093,0.6530612244897959,2.779732625143871,2.781826764401675,2.8585685608954847,0.047601344539743705,0.16000000000000003,2.488808043209267,1.0082357779777367,False,False
